"Town","FIPS","Year","Measure Type","Variable","Value"
"Bristol","0900308490","2008-2012","Number","Drug Induced Deaths",47
"Brookfield","0900108980","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Brookfield","0900108980","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",3.7
"Brookfield","0900108980","2006-2010","Number","Drug Induced Deaths",3
"Brookfield","0900108980","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Brookfield","0900108980","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",4.9
"Brookfield","0900108980","2007-2011","Number","Drug Induced Deaths",4
"Brookfield","0900108980","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Brookfield","0900108980","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",4.85
"Brookfield","0900108980","2008-2012","Number","Drug Induced Deaths",4
"Brooklyn","0901509190","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Brooklyn","0901509190","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",17.3
"Brooklyn","0901509190","2006-2010","Number","Drug Induced Deaths",7
"Brooklyn","0901509190","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Brooklyn","0901509190","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",19.68
"Brooklyn","0901509190","2007-2011","Number","Drug Induced Deaths",8
"Brooklyn","0901509190","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Brooklyn","0901509190","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",17.05
"Brooklyn","0901509190","2008-2012","Number","Drug Induced Deaths",7
"Burlington","0900310100","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Burlington","0900310100","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",19.77
"Burlington","0900310100","2006-2010","Number","Drug Induced Deaths",9
"Burlington","0900310100","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Burlington","0900310100","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",17.41
"Burlington","0900310100","2007-2011","Number","Drug Induced Deaths",8
"Burlington","0900310100","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Burlington","0900310100","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",17.2
"Burlington","0900310100","2008-2012","Number","Drug Induced Deaths",8
"Canaan","0900510940","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canaan","0900510940","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",17.23
"Canaan","0900510940","2006-2010","Number","Drug Induced Deaths",1
"Canaan","0900510940","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canaan","0900510940","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",16.91
"Canaan","0900510940","2007-2011","Number","Drug Induced Deaths",1
"Canaan","0900510940","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canaan","0900510940","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",16.21
"Canaan","0900510940","2008-2012","Number","Drug Induced Deaths",1
"Canterbury","0901512130","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canterbury","0901512130","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",7.86
"Canterbury","0901512130","2006-2010","Number","Drug Induced Deaths",2
"Canterbury","0901512130","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canterbury","0901512130","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",7.83
"Canterbury","0901512130","2007-2011","Number","Drug Induced Deaths",2
"Canterbury","0901512130","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canterbury","0901512130","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",7.79
"Canterbury","0901512130","2008-2012","Number","Drug Induced Deaths",2
"Canton","0900312270","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canton","0900312270","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",5.98
"Canton","0900312270","2006-2010","Number","Drug Induced Deaths",3
"Canton","0900312270","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canton","0900312270","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",7.89
"Canton","0900312270","2007-2011","Number","Drug Induced Deaths",4
"Canton","0900312270","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Canton","0900312270","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",7.77
"Canton","0900312270","2008-2012","Number","Drug Induced Deaths",4
"Chaplin","0901513810","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Chaplin","0901513810","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",8.47
"Chaplin","0901513810","2006-2010","Number","Drug Induced Deaths",1
"Chaplin","0901513810","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Chaplin","0901513810","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",8.06
"Chaplin","0901513810","2007-2011","Number","Drug Induced Deaths",1
"Chaplin","0901513810","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Chaplin","0901513810","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",-6666
"Chaplin","0901513810","2008-2012","Number","Drug Induced Deaths",-6666
"Cheshire","0900914160","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",12.09
"Cheshire","0900914160","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",10.97
"Cheshire","0900914160","2006-2010","Number","Drug Induced Deaths",16
"Cheshire","0900914160","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",11.39
"Cheshire","0900914160","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",10.96
"Cheshire","0900914160","2007-2011","Number","Drug Induced Deaths",16
"Cheshire","0900914160","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cheshire","0900914160","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",8.2
"Cheshire","0900914160","2008-2012","Number","Drug Induced Deaths",12
"Chester","0900714300","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Chester","0900714300","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",15.09
"Chester","0900714300","2006-2010","Number","Drug Induced Deaths",3
"Chester","0900714300","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Chester","0900714300","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",20.08
"Chester","0900714300","2007-2011","Number","Drug Induced Deaths",4
"Chester","0900714300","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Chester","0900714300","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",25.05
"Chester","0900714300","2008-2012","Number","Drug Induced Deaths",5
"Clinton","0900715350","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",29.29
"Clinton","0900715350","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",22.53
"Clinton","0900715350","2006-2010","Number","Drug Induced Deaths",15
"Clinton","0900715350","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",28.25
"Clinton","0900715350","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",22.57
"Clinton","0900715350","2007-2011","Number","Drug Induced Deaths",15
"Clinton","0900715350","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Clinton","0900715350","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",21.12
"Clinton","0900715350","2008-2012","Number","Drug Induced Deaths",14
"Colchester","0901115910","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Colchester","0901115910","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",15.14
"Colchester","0901115910","2006-2010","Number","Drug Induced Deaths",12
"Colchester","0901115910","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Colchester","0901115910","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",17.58
"Colchester","0901115910","2007-2011","Number","Drug Induced Deaths",14
"Colchester","0901115910","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",18.75
"Colchester","0901115910","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",18.67
"Colchester","0901115910","2008-2012","Number","Drug Induced Deaths",15
"Colebrook","0900516050","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Colebrook","0900516050","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",14.7
"Colebrook","0900516050","2006-2010","Number","Drug Induced Deaths",1
"Colebrook","0900516050","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Colebrook","0900516050","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",-6666
"Colebrook","0900516050","2007-2011","Number","Drug Induced Deaths",-6666
"Colebrook","0900516050","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Colebrook","0900516050","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",-6666
"Colebrook","0900516050","2008-2012","Number","Drug Induced Deaths",-6666
"Columbia","0901316400","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Columbia","0901316400","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",11.06
"Columbia","0901316400","2006-2010","Number","Drug Induced Deaths",3
"Columbia","0901316400","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Columbia","0901316400","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",7.34
"Columbia","0901316400","2007-2011","Number","Drug Induced Deaths",2
"Columbia","0901316400","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Columbia","0901316400","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",3.64
"Columbia","0901316400","2008-2012","Number","Drug Induced Deaths",1
"Connecticut","09","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",11.14
"Connecticut","09","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",11.28
"Connecticut","09","2006-2010","Number","Drug Induced Deaths",1999
"Connecticut","09","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",10.93
"Connecticut","09","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",11.02
"Connecticut","09","2007-2011","Number","Drug Induced Deaths",1961
"Connecticut","09","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",10.92
"Connecticut","09","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",11.04
"Connecticut","09","2008-2012","Number","Drug Induced Deaths",1961
"Cornwall","0900517240","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cornwall","0900517240","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",-6666
"Cornwall","0900517240","2006-2010","Number","Drug Induced Deaths",-6666
"Cornwall","0900517240","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cornwall","0900517240","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",-6666
"Cornwall","0900517240","2007-2011","Number","Drug Induced Deaths",-6666
"Cornwall","0900517240","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cornwall","0900517240","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",-6666
"Cornwall","0900517240","2008-2012","Number","Drug Induced Deaths",-6666
"Coventry","0901317800","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Coventry","0901317800","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",4.86
"Coventry","0901317800","2006-2010","Number","Drug Induced Deaths",3
"Coventry","0901317800","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Coventry","0901317800","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",3.23
"Coventry","0901317800","2007-2011","Number","Drug Induced Deaths",2
"Coventry","0901317800","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Coventry","0901317800","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",11.26
"Coventry","0901317800","2008-2012","Number","Drug Induced Deaths",7
"Cromwell","0900718080","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cromwell","0900718080","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",11.52
"Cromwell","0900718080","2006-2010","Number","Drug Induced Deaths",8
"Cromwell","0900718080","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cromwell","0900718080","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",12.9
"Cromwell","0900718080","2007-2011","Number","Drug Induced Deaths",9
"Cromwell","0900718080","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Cromwell","0900718080","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",12.86
"Cromwell","0900718080","2008-2012","Number","Drug Induced Deaths",9
"Danbury","0900118500","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",7.98
"Danbury","0900118500","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",8.82
"Danbury","0900118500","2006-2010","Number","Drug Induced Deaths",35
"Danbury","0900118500","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",7.77
"Danbury","0900118500","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",8.49
"Danbury","0900118500","2007-2011","Number","Drug Induced Deaths",34
"Danbury","0900118500","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",7.45
"Danbury","0900118500","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",8.39
"Danbury","0900118500","2008-2012","Number","Drug Induced Deaths",34
"Darien","0900118850","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Darien","0900118850","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",5.88
"Darien","0900118850","2006-2010","Number","Drug Induced Deaths",6
"Darien","0900118850","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Darien","0900118850","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",5.83
"Darien","0900118850","2007-2011","Number","Drug Induced Deaths",6
"Darien","0900118850","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Darien","0900118850","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",5.78
"Darien","0900118850","2008-2012","Number","Drug Induced Deaths",6
"Deep River","0900719130","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Deep River","0900719130","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",8.61
"Deep River","0900719130","2006-2010","Number","Drug Induced Deaths",2
"Deep River","0900719130","2007-2011","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Deep River","0900719130","2007-2011","Crude Rate (per 100,000)","Drug Induced Deaths",4.3
"Deep River","0900719130","2007-2011","Number","Drug Induced Deaths",1
"Deep River","0900719130","2008-2012","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Deep River","0900719130","2008-2012","Crude Rate (per 100,000)","Drug Induced Deaths",8.64
"Deep River","0900719130","2008-2012","Number","Drug Induced Deaths",2
"Derby","0900919550","2006-2010","AAMR (per 100,000)","Drug Induced Deaths",-6666
"Derby","0900919550","2006-2010","Crude Rate (per 100,000)","Drug Induced Deaths",15.59
